DBCODE,ENTITY,QUALTRICSID,TIME,GEND,AGE,AGE_RANGE,INCO,EDU,RACE,ORG_DON,ORG_VOL,ENV_ID,INATT_CON,POL_OR,REL,SODES_1,SODES_2,SODES_3,SODES_4,SODES_5,SODES_6,SODES_7,SODES_8,SODES_9,SODES_10,SODES_11,SODES_12,SODES_13,MINC1_A1,MINC2_A2,MINC3_A3,MINC4_Z1,MINC5_Z2,MINC6_B1,MINC7_B2,MINC8_E1,MINC9_E2,MINC10_E3,MINC11_E4,MINC12_E5,MINC13_E6,MINC14_Z3,MINC15_Z4,MINC16_B3,MINC17_B4,MINC18_A4,MINC19_A5,MINC20_A6,MINC21_A7,MINC22_Z5,MINC23_Z6,MINC24_Z7,MINC25_Z8,MINC26_Z9,MINC27_B5,MINC28_B6,MINC29_B7,MINC30_B8,MINC31_E7,MINC32_E8,MINC33_E9,MINC34_E10,MINC35_Z10,MINC36_Z11,MINC37_Z12,MINC38_Z13,MINC39_Z14,MINC40_B9,MINC41_B10,MINC42_B11,MINC43_B12,MINC44_E11,MINC45_E12,MINC46_E13,MINC47_E14,TRT_CAT,TRT_ATT1,TRT_ATT2,TRT_ATT3,MOSA_1,MOSA_2,MOSA_3,HYDON1,HYDON2,HYDON3,MC1_MFI1,MC2_MFI2,MC3_MFB1,MC4_MFB2,MC5_MWH,MC6_MWNH,MC7_EMO,DON,DON2
SS007,1,66,630,1,63,5,1,3,3,2,2,1,1,3,3,2,2,1,2,1,1,1,2,1,1,1,1,2,7,5,7,7,7,1,7,7,1,7,7,1,7,7,7,5,7,4,7,7,4,7,7,7,7,4,7,7,4,1,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,2,0,0,7,7,4,7,5,7,6,0.05,1
SS007,1,67,724,1,59,5,8,4,3,2,2,2,1,7,2,2,2,2,1,2,1,2,2,2,2,2,1,2,6,6,6,6,6,2,4,6,2,7,6,2,6,6,6,3,5,7,7,7,7,7,7,7,7,7,4,4,4,4,7,7,6,6,7,7,7,6,6,4,4,4,4,7,7,7,7,7,7,7,6,6,7,6,2,0,0,6,4,4,4,4,4,4,5,1
SS007,1,68,610,1,48,4,3,3,3,1,1,1,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,2,7,7,7,6,6,4,4,6,2,7,7,2,7,5,2,2,2,6,6,6,6,6,6,4,6,2,4,4,4,2,7,1,6,6,7,7,6,6,2,4,5,5,1,7,1,6,6,2,6,7,7,7,6,7,1,20,1,6,6,4,6,6,5,5,2,1
SS007,1,69,439,1,62,5,6,7,3,2,2,1,1,7,1,2,2,2,2,1,2,1,2,1,2,2,1,1,6,6,6,6,3,7,1,5,4,4,5,3,3,1,4,1,1,6,6,6,6,5,5,5,5,2,2,2,2,2,5,1,5,5,5,5,5,3,4,4,4,4,3,6,2,6,6,5,6,6,5,4,4,5,2,0,0,5,3,3,5,5,5,2,0,0
SS007,1,70,4528,2,33,2,99,6,99,3,3,1,1,4,2,2,2,2,2,1,2,1,2,1,1,2,2,1,5,4,6,7,7,6,6,6,2,4,6,1,6,1,7,3,7,7,7,7,7,7,7,7,7,6,7,7,1,1,7,1,7,7,7,7,7,7,2,7,7,2,2,7,4,7,7,7,6,6,6,5,6,6,2,0,0,4,4,4,4,6,4,4,5,1
SS007,1,71,653,2,25,2,99,99,99,2,2,2,1,9,3,2,2,1,1,2,1,1,1,2,1,1,2,2,4,2,7,7,4,4,5,4,4,5,4,4,4,1,1,1,7,7,7,7,7,7,7,7,7,4,4,6,4,4,7,1,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,4,4,4,4,2,0,0,7,4,4,4,1,7,4,1.15,1
SS007,1,72,1414,2,50,4,4,6,3,1,2,3,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,5,5,6,5,6,4,4,5,3,4,5,3,5,1,3,1,5,5,7,6,6,6,6,4,5,2,2,4,2,1,6,1,6,4,5,5,4,5,3,5,5,4,2,6,3,6,5,2,4,4,5,5,4,4,2,0,0,5,3,2,4,5,3,4,5,1
SS007,1,73,1148,1,44,3,1,6,3,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,5,5,6,6,6,1,6,5,5,4,7,1,5,7,5,2,6,7,7,7,7,6,6,6,6,6,6,6,5,5,7,5,7,7,6,5,5,5,5,7,7,4,4,5,4,5,5,5,7,7,7,6,7,6,2,0,0,4,5,4,7,6,6,5,0,0
SS007,1,74,4632,1,37,3,3,7,1,2,2,1,1,3,3,2,2,2,1,1,2,1,2,1,2,2,2,1,7,7,7,7,7,1,7,7,1,7,7,1,7,1,1,1,7,7,7,7,7,7,7,7,7,1,7,7,1,1,7,1,7,7,7,7,7,7,1,7,7,7,1,7,1,7,7,3,7,7,4,7,6,6,2,0,0,7,7,7,7,7,7,7,0,0
SS007,1,75,852,2,59,5,4,3,3,2,2,3,1,5,2,2,1,2,2,1,1,1,2,1,2,2,2,2,4,4,7,7,7,1,7,7,1,7,7,1,7,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,1,10,1,7,7,4,7,7,7,7,5,1
SS007,1,76,552,2,37,3,3,6,1,2,2,2,1,4,2,2,2,2,2,1,2,1,1,1,1,1,2,2,6,7,7,7,7,4,7,6,3,6,7,1,5,1,1,1,7,7,7,7,7,7,7,7,7,2,5,6,1,1,7,2,7,7,7,7,7,7,2,7,5,1,1,6,1,7,7,4,5,6,4,5,5,7,2,0,0,5,4,4,5,7,7,4,0,0
SS007,1,77,588,1,26,2,5,7,3,2,2,2,3,1,3,1,1,1,2,1,2,1,2,1,2,2,2,1,7,5,6,2,2,7,2,2,5,1,2,6,1,1,2,1,1,7,7,7,7,2,2,2,2,2,1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,7,2,2,1,1,1,1,2,0,0,3,2,1,2,2,7,7,0,0
SS007,1,78,750,2,53,4,6,4,3,2,2,1,1,6,2,2,2,2,2,1,1,1,1,1,2,2,1,1,5,5,6,6,6,2,6,5,6,5,5,6,5,2,2,2,6,6,6,6,6,6,6,6,6,6,4,5,4,3,6,4,6,6,6,6,5,6,4,5,6,5,4,6,4,6,6,2,5,6,5,5,6,5,2,0,0,6,6,5,6,6,5,5,5,1
SS007,1,79,951,2,82,7,5,6,3,2,2,3,1,7,1,2,2,2,2,1,1,1,1,1,2,2,1,1,5,4,7,6,6,3,4,7,1,7,6,2,6,1,2,1,6,1,1,6,6,7,7,7,3,1,4,7,4,1,5,1,6,7,7,5,7,4,1,5,7,4,1,6,1,7,7,5,7,7,6,7,6,5,2,0,0,5,7,3,7,6,6,6,5,1
SS007,1,80,956,2,53,4,3,6,3,2,2,1,1,7,1,2,2,2,2,1,2,1,2,1,1,2,2,1,1,7,7,7,7,1,7,7,1,7,7,1,7,6,5,4,7,7,7,7,7,7,7,2,7,1,7,7,6,5,7,1,7,7,7,7,7,7,1,7,7,6,5,7,1,7,7,2,7,7,5,6,7,7,2,0,0,6,4,1,5,7,5,6,5,1
SS007,1,81,587,2,63,5,4,3,3,2,2,3,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,6,5,7,6,7,5,4,6,2,6,6,2,6,1,1,1,6,7,7,7,7,7,6,7,7,1,3,5,4,1,6,2,6,6,7,7,7,7,2,5,6,4,1,3,1,7,7,1,6,6,1,4,6,6,2,0,0,3,3,7,7,7,1,4,5,1
SS007,1,82,453,2,32,2,5,6,3,2,2,2,1,3,1,2,2,2,2,2,1,1,2,1,1,1,2,2,5,6,7,7,7,7,1,5,1,7,7,1,7,6,1,1,5,6,7,7,7,6,6,6,6,1,1,1,1,1,7,1,7,6,7,7,7,7,1,1,1,1,1,7,1,7,7,7,7,7,6,6,6,7,2,0,0,5,4,1,5,7,7,5,1,1
SS007,1,83,1164,1,51,4,1,2,3,2,2,2,1,1,3,2,2,1,2,1,2,1,2,1,2,2,2,1,4,5,7,4,4,4,4,4,4,4,4,4,3,1,1,1,5,4,6,4,4,4,4,4,4,3,2,3,2,1,4,4,4,4,4,5,5,4,2,2,4,4,2,4,3,5,3,2,6,6,5,4,6,5,2,0,0,4,4,4,5,4,4,4,0,0
SS007,1,84,1463,2,54,4,4,6,2,2,1,1,1,7,2,2,2,2,2,1,1,1,1,2,1,2,1,2,6,2,7,3,7,3,3,6,1,7,7,1,6,5,5,1,5,7,7,7,7,7,7,7,7,6,6,7,5,5,7,5,7,7,7,7,7,6,2,5,7,5,2,7,2,7,7,7,7,7,7,7,7,7,2,0,0,7,6,4,7,7,7,7,0,0
SS007,1,85,658,1,55,5,5,7,3,2,2,2,1,6,3,1,1,1,1,2,1,2,2,1,2,1,1,2,5,6,7,7,7,4,5,7,1,7,7,1,7,7,6,1,3,2,7,7,7,7,7,4,6,2,1,1,1,1,7,2,7,7,7,5,4,4,1,1,1,1,1,7,4,7,7,2,7,7,5,4,6,6,2,0,0,5,5,4,6,7,7,6,5,1
SS007,1,86,927,1,42,3,1,2,2,2,2,2,1,2,3,2,2,2,2,1,2,1,2,1,1,2,2,1,7,6,7,7,7,1,7,7,7,6,7,1,6,4,7,6,6,3,3,3,3,3,3,3,5,7,4,7,7,7,1,7,1,1,7,7,7,1,1,7,1,1,1,7,1,7,7,4,7,7,7,7,7,7,2,0,0,7,7,4,1,1,7,7,0.04,1
SS007,1,87,622,2,49,4,5,2,3,1,2,1,1,2,4,2,2,2,1,2,1,2,2,2,1,1,2,2,3,2,7,5,7,4,4,7,1,7,6,1,6,1,1,1,4,3,7,6,5,4,7,4,7,1,4,7,1,4,7,1,7,7,4,6,2,6,1,4,6,1,4,7,1,7,7,4,7,7,4,4,5,5,2,20,1,4,4,2,5,3,4,2,4,1
SS007,1,88,477,1,24,1,2,3,3,2,1,1,1,4,1,1,1,1,1,1,2,1,1,2,2,1,1,2,7,7,7,7,7,4,4,7,1,7,7,1,7,7,7,1,4,4,7,7,7,7,7,7,7,7,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,4,4,7,7,7,7,5,7,7,7,7,7,6,2,0,0,6,6,4,7,7,7,4,0,0
SS007,1,89,630,1,40,3,4,6,99,3,2,3,1,6,2,2,1,1,2,1,2,1,2,1,2,1,1,2,7,4,7,7,7,4,4,7,1,7,7,1,7,6,6,5,7,7,7,7,7,7,7,7,7,5,4,4,3,3,7,5,7,7,7,7,7,7,5,5,7,5,5,7,5,7,7,6,7,7,6,7,6,4,1,20,1,7,4,1,5,6,6,5,5,1
SS007,1,90,521,2,46,4,9,6,3,2,2,1,1,6,1,2,2,2,1,1,1,1,1,2,2,2,1,2,7,7,7,7,7,6,4,7,1,7,7,1,7,6,6,2,3,6,6,6,5,6,6,6,6,4,3,5,2,1,7,1,7,7,6,5,3,2,1,5,7,7,1,4,1,7,7,1,6,7,7,7,6,7,1,1000,1,7,7,5,7,7,6,5,5,1
SS007,1,91,1119,2,51,4,6,3,99,2,2,2,1,6,2,2,2,2,2,2,2,2,1,2,2,1,1,2,4,1,5,7,7,1,6,7,1,7,7,1,7,1,1,4,7,7,7,7,7,7,7,7,7,4,6,7,4,3,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,1,7,7,7,2,0,0,7,7,4,4,7,4,4,5,1
SS007,1,92,747,1,56,5,5,6,3,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,2,7,6,7,7,7,3,2,7,1,7,5,1,5,5,5,1,5,7,7,7,7,7,7,7,7,2,1,4,1,1,7,1,6,5,7,7,6,7,1,1,5,1,1,7,1,6,5,3,6,6,6,6,6,6,2,0,0,4,4,3,5,5,5,4,5,1
SS007,1,93,1199,1,66,6,3,3,3,1,2,1,1,6,1,2,1,1,1,2,2,1,1,2,2,2,1,2,7,7,7,7,7,1,7,7,1,7,7,1,7,1,1,1,7,7,7,7,7,7,7,7,7,1,7,7,7,1,7,1,7,7,7,7,7,7,1,5,7,7,1,7,1,7,7,7,7,7,7,7,7,7,2,0,0,7,7,4,7,7,7,6,5,1
SS007,1,94,648,2,65,6,1,7,3,2,2,1,1,5,3,1,1,1,1,1,1,1,2,1,2,1,1,2,5,5,6,4,4,3,5,5,4,5,5,3,6,5,5,3,5,7,7,7,7,6,6,6,6,6,6,6,4,3,5,2,5,5,6,6,6,6,6,6,6,6,2,6,3,6,6,6,6,6,6,6,6,6,1,10,1,6,6,6,6,6,6,5,0,0
SS007,1,95,769,2,36,3,6,8,5,2,2,2,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,2,7,4,7,5,1,7,1,6,1,2,7,1,1,1,1,1,5,3,6,7,7,5,4,3,3,1,1,1,1,1,6,1,7,7,5,4,3,3,3,3,3,3,3,5,3,7,7,5,4,5,3,2,5,2,2,0,0,7,7,5,6,5,7,3,5,1
SS007,1,96,1246,2,71,6,5,7,3,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,6,6,6,6,5,2,7,6,2,6,6,2,6,1,1,1,7,6,6,6,6,6,6,6,6,3,5,5,3,3,6,4,6,6,7,7,6,5,3,7,6,4,1,7,4,6,6,2,6,7,6,6,6,6,2,0,0,7,6,5,5,6,6,6,1,1
SS007,1,97,615,2,56,5,2,7,3,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,7,5,6,5,5,7,5,4,6,2,4,5,3,3,2,1,3,5,5,5,5,5,5,5,5,3,3,4,2,2,4,2,3,3,5,5,5,5,3,3,5,3,2,4,2,3,3,5,4,4,3,5,5,3,2,0,0,5,5,1,5,5,6,3,0,0
SS007,1,98,623,2,70,6,6,7,3,1,2,1,1,7,1,2,2,2,2,2,2,1,2,2,2,2,2,1,3,7,6,4,4,4,4,7,2,7,7,1,7,5,7,2,6,7,7,7,7,7,7,4,7,2,4,7,4,2,7,1,7,7,7,7,7,7,4,4,7,7,4,7,1,7,7,4,7,7,7,4,4,4,1,20,1,7,7,1,7,1,1,4,5,1
SS007,1,99,814,1,59,5,2,3,3,1,2,1,1,6,2,1,1,2,2,1,2,1,2,1,2,2,2,1,7,4,7,7,7,4,7,7,4,7,7,1,7,4,1,7,7,7,7,7,7,7,7,4,7,1,6,7,4,4,7,4,4,7,7,4,7,4,4,4,7,4,4,7,7,7,7,4,7,7,7,7,7,7,1,20,1,7,4,4,7,7,7,7,5,1
SS007,1,100,644,2,62,5,6,6,3,1,2,2,1,2,3,2,2,2,2,1,1,1,2,1,2,2,1,2,6,5,7,5,5,2,3,5,4,5,5,4,5,3,3,1,3,6,6,6,6,6,6,5,5,4,3,4,3,2,6,2,5,6,5,5,4,5,2,2,5,2,2,6,2,6,6,7,5,6,5,4,5,5,2,0,0,4,4,4,4,5,5,4,5,1
SS007,1,101,1099,1,50,4,2,2,5,3,2,2,1,1,3,1,2,2,2,1,2,1,1,2,1,2,2,1,7,6,7,6,7,1,7,7,2,4,7,4,5,1,1,3,6,7,7,6,7,7,4,5,4,1,6,6,1,1,5,1,7,5,7,6,7,5,1,6,6,1,1,5,1,6,5,4,7,6,2,5,5,5,1,5,1,7,6,6,6,7,7,4,0.03,1
SS007,1,102,613,2,51,4,6,3,3,2,2,1,1,1,3,2,2,1,1,1,2,1,1,1,1,1,1,2,6,6,7,6,7,5,5,7,1,7,7,1,7,6,2,1,7,5,5,6,6,7,7,7,7,2,2,2,1,1,7,2,7,7,6,7,6,6,2,2,6,2,1,7,2,7,7,7,7,7,7,7,7,6,1,5,1,7,7,4,7,7,7,7,1.02,1
SS007,1,103,456,2,43,3,8,7,3,2,2,2,1,2,3,1,1,1,1,2,1,2,1,1,2,1,1,2,5,6,7,5,5,4,4,5,2,5,5,2,5,2,3,1,4,6,7,7,6,5,5,5,5,3,3,3,2,2,5,2,5,5,5,5,5,5,3,3,2,2,1,5,3,5,5,6,5,6,5,5,5,5,2,0,0,5,5,4,5,6,5,3,1,1
SS007,1,104,939,1,26,2,4,6,5,2,2,2,1,6,1,2,1,1,2,1,1,2,2,2,1,1,1,2,7,4,7,7,7,5,1,7,1,4,5,1,4,3,1,1,4,4,7,7,7,7,7,7,7,3,3,5,1,1,7,1,7,7,7,7,7,7,1,4,4,1,1,7,1,7,7,3,7,7,1,4,5,2,2,0,0,7,5,4,4,1,7,2,5,1
SS007,1,105,744,1,69,6,3,6,3,2,2,1,1,2,3,2,2,1,2,2,2,1,2,1,2,1,1,1,6,3,7,6,6,5,4,6,2,5,6,3,4,5,2,1,6,7,7,7,7,7,5,5,5,1,1,4,1,1,7,1,6,6,7,4,6,6,1,5,6,1,1,7,1,7,7,5,7,7,7,7,7,7,1,100,1,7,7,7,7,6,7,6,0,0
SS007,1,106,654,2,35,3,4,6,99,1,1,1,1,4,3,1,2,2,2,1,2,1,2,1,1,1,2,2,6,6,7,6,7,2,6,6,2,6,6,2,6,6,6,2,6,7,7,7,7,7,7,7,7,2,3,3,2,3,6,2,6,6,7,6,6,6,2,5,5,4,3,6,3,6,6,6,6,6,5,6,6,6,1,50,1,6,6,6,6,6,6,5,5,1
SS007,1,107,849,1,40,3,4,7,3,2,2,3,1,7,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,4,2,1,1,4,5,6,2,7,7,1,7,5,7,1,7,7,7,7,7,7,7,6,6,3,6,4,4,1,7,1,7,7,7,7,4,5,2,5,5,5,1,7,1,7,7,6,6,7,6,5,6,5,1,20,1,7,4,4,6,6,6,5,5,1
SS007,1,108,520,1,72,6,4,3,3,1,1,1,1,5,3,2,2,1,2,2,2,2,2,1,2,2,2,1,7,7,7,7,5,2,5,6,4,6,7,2,7,1,1,1,5,6,7,7,7,7,7,7,7,2,2,2,2,2,6,4,7,7,4,7,7,6,3,2,7,6,4,7,4,7,7,5,7,7,7,7,6,6,1,25,1,7,7,6,5,7,7,6,5,1
SS007,1,109,1213,1,61,5,1,2,3,2,1,1,1,1,3,2,2,2,2,1,2,1,2,1,1,2,1,1,7,7,7,7,7,1,7,7,1,7,7,1,7,7,1,1,7,7,7,7,7,7,7,7,7,1,7,7,1,1,7,1,7,7,7,7,6,7,1,7,7,1,1,7,1,7,7,2,7,7,7,7,7,7,2,0,0,7,7,4,7,7,7,7,0,0
SS007,1,110,557,2,54,4,5,6,3,2,2,1,1,6,1,2,2,2,2,1,2,1,2,1,1,2,2,2,7,5,7,7,7,3,5,7,1,7,7,1,7,6,7,1,4,7,7,7,7,7,7,7,7,6,5,6,4,4,7,4,7,7,7,7,7,7,6,5,6,4,4,7,4,7,7,2,7,7,7,6,6,7,2,0,0,7,7,4,7,7,7,7,0,0
SS007,1,111,325,1,47,4,4,2,3,2,2,2,1,3,1,2,2,2,1,1,1,1,2,1,2,1,2,2,6,4,7,5,4,4,3,4,3,5,5,2,5,4,4,1,6,6,6,6,6,6,6,6,6,4,4,5,4,3,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,6,6,4,4,4,4,2,0,0,3,3,4,6,6,6,4,4.99,1
SS007,1,112,601,2,62,5,99,3,3,1,2,1,1,7,2,2,1,1,1,1,2,1,2,1,1,2,1,1,7,5,7,7,7,2,6,6,2,7,7,1,6,7,7,4,7,7,7,7,7,7,7,7,7,5,7,7,4,3,7,5,7,7,6,6,5,7,5,7,7,5,5,7,6,7,7,4,7,7,7,7,7,7,1,10,1,6,6,4,7,7,7,6,1.02,1
SS007,1,113,619,2,67,6,3,3,3,2,2,2,1,3,2,2,2,2,2,1,2,1,2,1,1,2,2,1,7,4,7,6,7,4,6,7,1,7,7,1,7,1,1,1,7,7,7,7,7,7,7,7,7,2,2,7,1,1,7,1,7,7,7,7,7,7,1,2,7,1,1,7,1,7,7,7,7,7,7,7,7,7,2,0,0,1,1,1,1,7,7,7,0.06,1
SS007,1,114,459,1,76,7,4,2,3,2,2,2,3,1,3,2,2,2,2,1,2,1,2,1,2,2,2,2,6,6,7,7,7,1,5,6,1,7,5,1,5,7,4,4,7,7,7,7,6,7,7,7,7,4,6,7,5,1,7,7,7,7,7,7,7,7,4,6,7,5,3,7,5,7,7,5,7,6,7,6,6,6,2,0,0,6,7,7,7,7,7,5,5,1
SS007,1,115,1490,1,56,5,99,6,3,2,2,2,1,4,1,1,1,2,2,1,2,1,2,1,2,1,2,1,7,7,7,7,7,4,4,6,2,6,6,2,6,6,2,1,4,7,7,7,7,7,7,7,7,1,2,3,2,2,7,2,7,6,7,7,7,7,2,2,3,2,2,7,2,7,7,1,7,7,2,2,4,3,2,0,0,1,1,4,5,3,5,1,5,1
SS007,1,116,874,2,44,3,2,2,3,2,2,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,2,3,4,6,7,7,4,4,7,1,7,7,1,7,5,5,3,6,7,7,7,4,7,7,4,7,3,6,6,4,2,7,1,7,7,7,7,5,7,3,6,6,2,2,7,1,7,7,2,6,7,6,6,6,6,2,0,0,5,3,4,5,5,6,6,1,1
SS007,1,117,978,2,32,2,3,6,3,2,2,2,1,3,3,2,1,2,2,2,2,2,2,2,2,1,1,2,7,1,6,6,6,5,4,7,1,6,7,1,5,6,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,7,7,7,7,3,7,7,3,3,5,4,2,0,0,5,7,7,7,1,7,3,5,1
SS007,1,118,981,1,46,4,5,1,3,1,2,1,1,3,2,2,2,1,1,1,2,1,2,1,2,1,2,2,5,7,7,6,6,1,5,6,2,6,7,1,7,6,5,4,7,7,7,7,6,7,7,6,5,7,6,6,7,7,6,4,6,7,5,4,7,4,3,4,5,5,3,4,1,4,7,3,7,7,6,7,7,7,1,0,0,7,4,6,4,1,7,4,1,1
SS007,1,119,1174,2,56,5,99,3,3,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1,1,1,2,1,7,4,7,7,6,7,4,3,2,1,5,2,1,1,1,1,1,4,4,4,4,3,3,3,3,2,1,1,1,1,4,2,2,2,5,5,5,5,5,5,5,5,5,5,3,7,7,5,4,5,2,1,2,2,2,0,0,2,5,1,5,1,7,1,0.1,1
SS007,1,120,1931,1,31,2,4,7,3,2,2,2,2,1,3,2,1,1,1,1,2,1,2,2,2,2,1,2,7,2,7,6,5,7,2,4,5,5,3,6,3,1,1,1,1,7,7,7,6,6,5,1,3,1,1,2,1,1,5,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,3,2,1,2,1,2,0,0,6,5,1,5,7,7,1,0,0
SS007,1,121,521,1,66,6,6,6,3,1,2,1,1,6,3,2,1,2,2,1,2,1,2,1,2,1,1,1,7,7,6,7,6,3,5,7,1,6,7,1,6,1,3,2,7,7,7,7,7,7,7,7,7,1,4,7,4,1,7,1,7,7,7,7,7,7,4,4,7,7,1,7,1,7,7,6,7,7,4,5,5,7,2,0,0,4,4,3,4,5,4,1,5,1
SS007,1,122,783,2,65,6,7,6,3,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,1,2,1,2,6,5,6,7,7,4,4,4,3,5,5,3,5,3,2,2,5,6,6,5,5,6,7,6,5,3,4,4,3,1,6,2,6,6,5,6,5,4,3,5,5,4,2,5,2,6,6,6,6,6,6,6,6,6,2,0,0,4,5,4,5,5,5,5,5,1
SS007,1,123,737,1,68,6,99,8,3,1,2,2,1,2,3,2,2,2,2,2,2,1,2,1,2,2,1,1,7,7,7,5,5,3,4,5,5,5,6,2,5,2,2,2,4,7,7,7,7,6,6,6,6,6,6,6,6,4,6,2,6,6,3,3,3,3,2,3,3,3,2,3,2,3,3,7,6,6,6,4,4,5,2,0,0,4,4,4,4,4,4,5,2,1
SS007,1,124,530,1,63,5,3,7,3,2,2,1,1,7,1,2,1,2,2,1,1,1,2,1,2,1,1,2,7,7,7,7,7,2,6,7,1,7,7,1,7,3,5,1,6,7,7,7,7,7,7,6,7,4,5,7,5,1,7,5,7,7,7,7,6,7,5,5,7,5,3,7,5,7,7,3,7,7,6,7,6,7,1,50,1,7,4,5,7,7,7,5,5,1
SS007,1,125,742,1,57,5,99,3,3,2,2,3,1,7,2,1,1,2,2,1,1,2,2,2,2,1,1,2,6,4,5,5,6,4,2,5,3,7,6,2,7,3,3,1,5,7,7,7,7,7,6,6,6,3,4,5,3,1,6,1,7,7,6,6,6,5,3,5,5,3,1,6,1,6,6,3,6,6,6,6,6,6,2,0,0,6,4,5,6,6,6,5,0,0
SS007,1,126,607,1,68,6,4,7,3,2,2,1,1,7,1,1,2,2,1,1,2,1,2,1,1,2,2,1,7,7,7,7,7,1,7,7,1,7,7,7,7,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,1,10,1,7,7,7,7,7,7,7,0,0
SS007,1,127,415,2,67,6,7,6,2,2,2,1,1,6,3,1,2,2,1,1,1,2,1,1,2,2,2,2,6,6,6,4,4,4,4,4,4,4,5,3,4,1,1,1,4,7,7,7,7,3,3,3,3,3,3,3,3,3,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,5,5,5,2,0,0,5,5,4,4,5,5,3,0,0
SS007,1,128,704,1,30,2,3,4,3,1,2,3,1,6,1,1,1,1,2,1,1,1,1,1,2,1,1,1,6,7,7,7,7,4,4,6,1,7,7,1,7,7,6,2,4,7,7,7,7,7,7,7,7,6,5,5,5,5,7,5,6,6,7,7,6,7,2,2,2,2,2,7,4,6,6,1,7,7,4,3,6,5,2,0,0,5,1,7,7,6,6,4,5,1
SS007,1,129,1003,1,55,5,5,7,3,2,2,1,1,1,3,2,1,1,1,1,2,1,2,1,1,1,2,2,7,6,7,7,7,1,7,7,1,6,7,1,7,6,5,3,7,7,7,7,7,7,7,5,7,2,5,7,2,2,7,2,7,7,7,7,3,7,1,5,7,3,2,7,1,7,7,6,7,7,6,7,7,7,1,20,1,7,7,5,6,7,5,7,5,1
SS007,1,130,458,1,42,3,5,7,2,1,2,1,1,5,2,2,2,1,2,1,1,1,1,1,1,1,1,1,5,6,7,6,7,4,6,6,1,7,7,1,7,2,2,2,7,6,7,7,7,7,7,7,7,3,6,6,2,3,7,3,6,7,7,6,7,7,4,6,7,5,5,7,3,6,7,3,7,7,6,6,6,7,1,100,1,6,7,2,6,4,7,6,1,1
SS007,1,131,655,1,71,6,6,7,3,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,1,1,2,6,6,7,7,7,5,5,6,3,6,7,2,7,6,6,3,7,7,7,7,7,7,7,5,7,4,7,6,5,1,7,5,7,7,7,7,7,7,6,7,7,6,4,7,5,7,7,5,7,7,5,7,6,6,1,5,1,7,6,4,7,5,5,5,0.05,1
SS007,1,132,598,2,37,3,4,3,3,2,2,2,2,1,1,2,2,2,1,2,1,2,1,2,2,1,1,2,6,5,6,7,5,2,6,5,3,6,5,2,5,2,2,1,5,3,3,2,2,3,3,3,3,5,4,3,3,1,3,3,2,3,5,6,6,5,2,5,4,2,1,3,5,5,5,1,2,3,5,5,3,2,2,0,0,5,5,5,6,6,6,2,0,0
SS007,1,133,730,1,39,3,5,5,3,2,2,3,1,4,2,2,2,2,2,1,2,1,2,1,1,1,2,1,6,4,7,7,7,1,7,7,1,7,7,1,7,4,2,4,7,7,7,7,7,7,7,7,7,4,7,7,4,4,7,4,7,7,7,7,7,7,4,7,7,4,4,7,4,7,7,1,7,7,1,7,7,7,1,0,0,7,7,5,7,7,7,7,5,1
SS007,1,134,1005,1,62,5,99,2,3,2,2,2,1,5,3,1,2,2,2,1,2,1,2,1,2,2,1,2,5,4,7,7,6,4,4,5,4,7,6,3,6,1,6,1,4,7,7,7,6,7,7,7,6,1,3,5,1,1,7,1,7,7,6,5,5,4,1,6,6,4,1,7,1,7,7,7,6,6,4,6,6,4,2,0,0,3,3,4,4,3,6,4,5,1
